category,zwid,events,points,league_id,pos,history,aid,zada,tname,tc,tbc,tbd,topen,fem,tid,reg,rank,name,flag
B,690138,1,8,59,232,,690138,0,,00dd00,,,,,0,1,,"Patrick Moors 5286",gb
A,771995,1,8,59,111,,771995,0,"FUSION EVO",ffffff,0a1e29,ffffff,,,3185,1,,"Anders Moustgaard",dk
B,832974,1,8,59,232,,832974,0,,00dd00,,,,,0,1,,"Ian McClure",us
B,840637,1,8,59,232,,840637,0,,00dd00,,,,,0,1,,"Kris  Fairfield",gb-nir
B,842215,1,8,59,232,,842215,0,,00dd00,,,,,0,1,,"Tim Hoogeveen",nl
C,848944,1,8,59,122,3,848944,0,,00dd00,,,,,0,1,,"Peter Boden",be
C,866745,1,8,59,122,,866745,0,"Team Poland",ffffff,dd4b39,ffffff,,,25,1,,"Radek Mazur [TeamPL]",pl
B,868271,1,8,59,232,,868271,0,,00dd00,,,,,0,1,,"joren jans",be
A,924867,1,8,59,111,1,924867,0,,00dd00,,,,,0,1,,"Andrew Foster",gb-eng
B,4578,1,7,59,253,,4578,0,,00dd00,,,,,0,1,,"Ernie Ernesto",us
C,5791,1,7,59,134,,5791,0,,00dd00,,,,,0,1,,"Donald Bautista",us
B,8466,1,7,59,253,,8466,0,,00dd00,,,,,0,1,,"Tyler Graf",us
B,9132,1,7,59,253,1,9132,0,,00dd00,,,,,0,1,,"T ony B HPoint 3438",us
B,10526,1,7,59,253,,10526,0,,00dd00,,,,,0,1,,"Carl (cat B)",se
A,10853,1,7,59,128,,10853,0,,00dd00,,,,,0,1,,"John Blumenthal",ca
C,11355,1,7,59,134,2,11355,0,DBR,ffffff,eb7b2a,ffffff,,,1986,1,,"Søren Ladegaard",dk
B,12212,1,7,59,253,3,12212,0,BERT,ffffff,0073b7,ffffff,,,2883,1,,"Randall Calvert: Bigfoot Endurance",us
C,13186,1,7,59,134,,13186,0,"Team CRYO-GEN",ffffff,0073b7,ffffff,,,2740,1,,"Jonathan Brostoff",us
A,18431,1,7,59,128,,18431,0,,00dd00,,,,,0,1,,"Vishnu Roy",au
A,19673,1,7,59,128,,19673,0,TeamNL,ffffff,ffa500,ffa500,,,2281,1,,"Frido Frencken",nl
A,36027,2,7,59,128,,36027,0,Race3R,000000,2bc3f4,ffffff,,,791,1,,"Alexis  LOUGE ",fr
A,42396,1,7,59,128,,42396,0,,00dd00,,,,,0,1,,"Anders Christensen",dk
C,50615,1,7,59,134,1,50615,0,"Team Type 1",ffffff,0073b7,ffffff,,,168,1,,"Steve Reynolds",gb-wls
A,51253,2,7,59,128,2,51253,0,,00dd00,,,,,0,1,,"Jason Fitchew",gb
A,53322,1,7,59,128,,53322,0,"FUSION ECT",ffffff,000000,ffffff,,,2854,1,,"Morten Tillquist",dk
C,60705,1,7,59,134,,60705,0,"Team Poland",ffffff,dd4b39,ffffff,,,25,1,,"Dominik Kaczmarek",pl
C,68328,1,7,59,134,,68328,0,,00dd00,,,,,0,1,,"Clive Thomson",gb
B,71646,1,7,59,253,,71646,0,DTR,ffffff,000000,ff0000,,,2744,1,,"David MacLeod",
A,91788,1,7,59,128,,91788,0,,00dd00,,,,,0,1,,"Dusan Hajdinjak",si
B,98656,1,7,59,253,,98656,0,,00dd00,,,,,0,1,,"Lance iMalevik",se
C,99649,1,7,59,134,,99649,0,,00dd00,,,,,0,1,,"John Husome 2764",us
A,104271,1,7,59,128,3,104271,0,Vision,ffffff,2ea9e0,000000,,,9,1,,"Fordy💋 ",gb-eng
A,105270,1,7,59,128,1,105270,0,"FUSION ECT",ffffff,000000,ffffff,,,2854,1,," Frømling ",dk
A,115126,1,7,59,128,2,115126,0,ZJRT,ac1d88,0073b7,cdac1f,,,2054,1,,"Tsutomu Iwabuchi",jp
B,133531,1,7,59,253,,133531,0,,00dd00,,,,,0,1,,"Alex Spencer",gb
C,139198,1,7,59,134,2,139198,0,,00dd00,,,,,0,1,,"Nick Huntley",gb
B,156264,1,7,59,253,3,156264,0,Vixen/Fox,7409a6,f79d4b,ffffff,,,1940,1,,"Andrew Gan",us
A,197561,2,7,59,128,,197561,0,BRT,ffffff,050505,ff8100,,,4,1,,"David Fidalgo",es
C,204912,1,7,59,134,,204912,0,,00dd00,,,,,0,1,,"Merrill Smith (MoveDaddy.com) WBR C",us
B,235847,1,7,59,253,,235847,0,,00dd00,,,,,0,1,,"Eric Halverson",us
C,246094,1,7,59,134,3,246094,0,BRT,ffffff,050505,ff8100,,,4,1,,"David Swan [BRT]",gb-wls
B,277120,1,7,59,253,,277120,0,"Team JZQC",ffffff,003399,ffffff,,,2571,1,,"yann millette JCQC",ca
B,283718,1,7,59,253,,283718,0,,00dd00,,,,,0,1,,"Paul Bird",gb
A,413643,1,7,59,128,,413643,0,,00dd00,,,,,0,1,,"Jon Hopwood",gb
A,420829,1,7,59,128,,420829,0,DBR,ffffff,eb7b2a,ffffff,,,1986,1,,"Lasse Borg",dk
C,440614,1,7,59,134,,440614,0,,00dd00,,,,,0,1,,"Alan Keating8658",ie
A,461575,1,7,59,128,3,461575,0,,00dd00,,,,,0,1,,"Ian Notley",gb
C,463373,1,7,59,134,3,463373,0,,00dd00,,,,,0,1,,"Fabio Manzi",it
A,528156,1,7,59,128,,528156,0,,00dd00,,,,,0,1,,"Adam Sullivan",us
C,552993,1,7,59,134,,552993,0,BRT,ffffff,050505,ff8100,,,4,1,,"Sue McCormick BRT Hellcatz ",gb
B,554905,1,7,59,253,,554905,0,,00dd00,,,,,0,1,,"Scott Edge 1557",us
A,557931,1,7,59,128,,557931,0,,00dd00,,,,,0,1,,Burton,gb
B,607197,1,7,59,253,,607197,0,,00dd00,,,,,0,1,,"GEORGE WHITE",gb
C,625842,1,7,59,134,1,625842,0,,00dd00,,,,,0,1,,"Scott Fletcher",gb
B,650073,1,7,59,253,,650073,0,,00dd00,,,,,0,1,,"Daniel Dickinson",gb
C,737762,1,7,59,134,,737762,0,,00dd00,,,,,0,1,,"Tom Waddell",gb
B,767041,1,7,59,253,3,767041,0,,00dd00,,,,,0,1,,"Pete Welsch (SBR/LuckyPie) 3659",us
B,810115,1,7,59,253,,810115,0,"Team Italy",dd4b39,ffffff,00a65a,,,588,1,,"Loris van de Kassteele (ITA)",it
A,837457,1,7,59,128,,837457,0,,00dd00,,,,,0,1,,"Duncan Putman",gb
D,851589,1,7,59,6,1,851589,0,"Team JZQC",ffffff,003399,ffffff,,,2571,1,,"Glenn Houston ",ca
C,859892,1,7,59,134,,859892,0,TeamNL,ffffff,ffa500,ffa500,,,2281,1,,"Boy Van der Veer4292",nl
C,876834,1,7,59,134,,876834,0,"Hitchin Nomads",ffffff,0073b7,ffffff,,,2722,1,,"Philly Brown (HNCC) ",gb
A,918014,1,7,59,128,3,918014,0,"FUSION EVO",ffffff,0a1e29,ffffff,,,3185,1,,"Mads Kühn",dk
C,932285,1,7,59,134,,932285,0,DIRT,29ec34,563c0f,df6a0d,,,2707,1,,"Thomas Hudgens",us
C,932354,1,7,59,134,,932354,0,,00dd00,,,,,0,1,,"L Prak",za
B,936421,1,7,59,253,,936421,0,,00dd00,,,,,0,1,,"Grant Ewert 4608 (B)",ca
B,943965,1,7,59,253,,943965,0,,00dd00,,,,,0,1,,"Christoph Balke",de
A,3006,1,6,59,147,3,3006,0,,00dd00,,,,,0,1,,"Craig Howard",gb
A,8149,1,6,59,147,,8149,0,AFC,ff0000,000000,cc0000,,,1405,1,,"Patrick Blair AFC",us
C,10315,1,6,59,153,,10315,0,,00dd00,,,,,0,1,,"Bradley Erdner",us
B,12164,1,6,59,272,,12164,0,WattFest,000000,228b22,32cd32,,,3093,1,,"Fritz  Hartman",us
A,12500,1,6,59,147,,12500,0,,00dd00,,,,,0,1,,"Jan Fussel (ABC)",dk
D,13850,2,6,59,7,2,13850,0,,00dd00,,,,,0,1,,"Scott Cadzow",gb-sct
A,23827,1,6,59,147,,23827,0,"Team Type 1",ffffff,0073b7,ffffff,,,168,1,,"Nick Assinck",nl
A,40091,1,6,59,147,,40091,0,,00dd00,,,,,0,1,,"Jody Hall",gb
C,54711,1,6,59,153,3,54711,0,Vikings,c2c2c2,0073b7,ee6331,,,90,1,,"Jesper &quot;Faxe&quot;",dk
A,81778,1,6,59,147,1,81778,0,Cannondale/4iiii,0d0d0d,eef2f5,f27a0b,,,2105,1,,"Eric Loiselle",ca
B,106831,1,6,59,272,3,106831,0,,00dd00,,,,,0,1,,"Lou Kennedy",us
A,135104,1,6,59,147,,135104,0,TOMBC,ffffff,0073b7,ffffff,,,658,1,,"Jason O&#039;Neill",us
C,157637,1,6,59,153,,157637,0,,00dd00,,,,,0,1,,"Andrew Davis",us
B,163762,1,6,59,272,,163762,0,,00dd00,,,,,0,1,,"Terry Dodsworth",gb-eng
B,170296,1,6,59,272,,170296,0,,00dd00,,,,,0,1,,"Michael Kolesnik",at
C,171914,1,6,59,153,,171914,0,,00dd00,,,,,0,1,,"Hans Svendsen (KWCC)",dk
B,173454,1,6,59,272,,173454,0,"Team TFC Racing",111111,f3f300,111111,,,10,1,,"Gus Goad TFC ",gb
B,181270,1,6,59,272,,181270,0,,00dd00,,,,,0,1,,"Super Nintendo",us
A,184006,1,6,59,147,,184006,0,,00dd00,,,,,0,1,,"Max Fischer",de
B,189547,1,6,59,272,,189547,0,,00dd00,,,,,0,1,,"Andrei Hreapca 🐢 ",ro
B,212519,1,6,59,272,,212519,0,Merkea,ffffff,0073b7,ffffff,,,755,1,,"Pascal Robert",fr
C,229873,1,6,59,153,,229873,0,,00dd00,,,,,0,1,,"Rob van den Akker",nl
B,235294,1,6,59,272,,235294,0,,00dd00,,,,,0,1,,"David Leach",gb
C,239575,1,6,59,153,,239575,0,,00dd00,,,,,0,1,,"David Taylor",gb-eng
C,277092,1,6,59,153,,277092,0,"Team CLS",3d9970,ffffff,ffffff,,,1426,1,,"Leonard Hodgkiss",gb
C,292957,1,6,59,153,,292957,0,,00dd00,,,,,0,1,,"Graham Wedeven",us
A,326478,1,6,59,147,,326478,0,,00dd00,,,,,0,1,,"Haywood Jablome",ch
B,344257,1,6,59,272,,344257,0,,00dd00,,,,,0,1,,"Vincent de Rijke",nl
B,377081,1,6,59,272,,377081,0,,00dd00,,,,,0,1,,"j perry (B)",gb
B,384313,1,6,59,272,,384313,0,"Team R2",ff8700,000000,5cb0fc,,,41,1,,"Markus Nübel",de
A,421080,1,6,59,147,,421080,0,,00dd00,,,,,0,1,,"Kev Hacker",gb
A,422039,1,6,59,147,,422039,0,"Team Poland",ffffff,dd4b39,ffffff,,,25,1,,"Bartek Nowak",pl
B,432834,1,6,59,272,,432834,0,TeamNL,ffffff,ffa500,ffa500,,,2281,1,,"Peter van den Berg",nl
B,458588,1,6,59,272,,458588,0,YYJPower,ffffff,0d0303,ff0000,,,2994,1,,"Stéphane Tran",ca
C,460302,1,6,59,153,2,460302,0,,00dd00,,,,,0,1,,"Martyn Lewis4157",gb
C,460385,1,6,59,153,,460385,0,"Team CLS",3d9970,ffffff,ffffff,,,1426,1,,"Peter McFerran",gb
C,461802,1,6,59,153,3,461802,0,SpeedVille.de,ffffff,14ba14,ffffff,,,3190,1,,"Scherzinger C.",de
A,468401,1,6,59,147,,468401,0,"Team CRYO-GEN",ffffff,0073b7,ffffff,,,2740,1,,"Danny Mossman",ca
D,497991,2,6,59,7,2,497991,0,"Hitchin Nomads",ffffff,0073b7,ffffff,,,2722,1,,"Paul Wright HNCC 2005",gb
B,499765,1,6,59,272,,499765,0,,00dd00,,,,,0,1,,"Chris Davidson",gb
D,506474,1,6,59,7,,506474,0,,00dd00,,,,,0,1,,"Paul Ekelschot",nl
C,519651,1,6,59,153,2,519651,0,GDW,ffffff,02a1f7,c75454,,,2783,1,,"Mark Harvey GDW",gb-eng
C,550910,1,6,59,153,,550910,0,,00dd00,,,,,0,1,,"Maarten Lobregt",nl
B,582495,1,6,59,272,2,582495,0,DIRT,29ec34,563c0f,df6a0d,,,2707,1,,"Matt Thoman",us
A,592960,1,6,59,147,,592960,0,,00dd00,,,,,0,1,,"Adrian Lawson ZHR (D)",gb
A,606264,1,6,59,147,,606264,0,,00dd00,,,,,0,1,,"Jack Levick",gb
B,623193,1,6,59,272,,623193,0,,00dd00,,,,,0,1,,"Anson Araujo - Eliel Factory Team/SBW",us
C,675989,1,6,59,153,,675989,0,,00dd00,,,,,0,1,,"Juergen Staub",de
C,725167,1,6,59,153,,725167,0,,00dd00,,,,,0,1,,"Dean Silk",gb
B,779353,1,6,59,272,,779353,0,,00dd00,,,,,0,1,,"Christian Larsson",se
C,798509,1,6,59,153,,798509,0,,00dd00,,,,,0,1,,"Ben Roewer",us
D,802932,1,6,59,7,1,802932,0,"Team SUI",ffffff,ff0017,ffffff,,,391,1,,"Peter Graschi",ch
B,809196,1,6,59,272,,809196,0,,00dd00,,,,,0,1,,"Greg Shelley",gb
D,814625,2,6,59,7,1,814625,0,,00dd00,,,,,0,1,,"Mike Loot",gb
B,832409,1,6,59,272,,832409,0,,00dd00,,,,,0,1,,"Rob Pickle Jr",us
C,864832,1,6,59,153,,864832,0,,00dd00,,,,,0,1,,"Stefan van Roosmalen6886 ""WBR""",nl
C,879211,1,6,59,153,,879211,0,,00dd00,,,,,0,1,,"Tim Van der Hoeven",be
C,892873,1,6,59,153,,892873,0,Beet-It,0dfff0,870c0c,8fd6d6,,,1983,1,,"Roberto Tol6299",nl
C,893547,1,6,59,153,,893547,0,,00dd00,,,,,0,1,,"Andy Kiehl",us
A,907409,1,6,59,147,,907409,0,,00dd00,,,,,0,1,,"W DMC",be
B,2940,1,5,59,292,3,2940,0,"HPP Racing",ffffff,0073b7,ffffff,,,1528,1,,"Dennis M",us
C,10560,1,5,59,173,,10560,0,,00dd00,,,,,0,1,,"Jezz Ellis",gb-eng
A,44564,1,5,59,162,,44564,0,,00dd00,,,,,0,1,,"Sigurd  Gimre ZHR (B)",no
C,45213,2,5,59,173,,45213,0,"Team TFC Racing",111111,f3f300,111111,,,10,1,,"Reg Bestwick TFC ",gb-eng
A,58901,1,5,59,162,,58901,0,,00dd00,,,,,0,1,,"ronan o&#039;cualain",ie
B,60019,1,5,59,292,,60019,0,,00dd00,,,,,0,1,,"Juan Marston",gb
A,67403,1,5,59,162,,67403,0,,00dd00,,,,,0,1,,"Kieran Regan",ie
A,77908,1,5,59,162,,77908,0,TVZT,ffffff,212020,d93838,,,2887,1,,"Ralph Mullan",ie
B,78201,1,5,59,292,,78201,0,PTz,ffffff,403d3a,e3680f,,,1,1,,"Stuart Lynne",ca
B,158483,1,5,59,292,,158483,0,,00dd00,,,,,0,1,,"Michael Telpner",ca
C,159803,1,5,59,173,,159803,0,ZAZ,0a0606,0073b7,0a0606,,,2679,1,,"Eben Snijman",za
B,173595,1,5,59,292,,173595,0,,00dd00,,,,,0,1,,"B olsen 4161",ca
C,176288,1,5,59,173,3,176288,0,,00dd00,,,,,0,1,,"Anders Larsson",se
B,185156,1,5,59,292,,185156,0,,00dd00,,,,,0,1,,"Nikitas Sidiropoulos",se
C,186613,1,5,59,173,,186613,0,,00dd00,,,,,0,1,,"Dries Cornelissen",be
A,214249,1,5,59,162,,214249,0,Vision,ffffff,2ea9e0,000000,,,9,1,,"Luke Dix",gb-wls
C,219042,1,5,59,173,,219042,0,"Team AHDR",fc6955,55d4fc,ffffff,,,629,1,,"Alex Crawford",au
A,219489,1,5,59,162,,219489,0,,00dd00,,,,,0,1,,"Edwin Driessen",nl
B,234533,1,5,59,292,,234533,0,Race3R,000000,2bc3f4,ffffff,,,791,1,,"Bryce Renkiewicz",us
B,253899,1,5,59,292,,253899,0,MRC,ffffff,0073b7,ffffff,,,353,1,,"Roy Van Cleef",us
C,255829,1,5,59,173,,255829,0,,00dd00,,,,,0,1,,"Sven Muschellik",at
B,277733,1,5,59,292,,277733,0,,00dd00,,,,,0,1,,"Simon Hourihan",gb
D,319413,1,5,59,12,3,319413,0,TAA,e2f508,152fba,ffffff,,,2030,1,,"Jim Zwolensky",us
B,323747,1,5,59,292,,323747,0,,00dd00,,,,,0,1,,"Grayson Bush",us
B,339926,1,5,59,292,,339926,0,WECC,ffffff,fa01ff,2102fe,,,1992,1,,"Jeff Blunsdon",gb
B,381825,1,5,59,292,,381825,0,,00dd00,,,,,0,1,,"Michael Rex Schumacher",us
A,423288,1,5,59,162,,423288,0,,00dd00,,,,,0,1,,"Henrico Berkelaar",nl
A,434269,1,5,59,162,,434269,0,,00dd00,,,,,0,1,,"Ian Auld ",ca
B,444692,2,5,59,292,,444692,0,,00dd00,,,,,0,1,,"Darren Moore",im
C,446611,1,5,59,173,3,446611,0,,00dd00,,,,,0,1,,"el commander Delta-Bike.de",de
B,471634,1,5,59,292,,471634,0,,00dd00,,,,,0,1,,"Rik van Nimwegen",nl
C,501333,1,5,59,173,,501333,0,RXC,ffffff,b72100,1763d6,,,2359,1,,"Lisa Davis",us
C,533103,1,5,59,173,,533103,0,"Team TFC Racing",111111,f3f300,111111,,,10,1,,"Jim Rauser",us
C,580923,1,5,59,173,,580923,0,BRT,ffffff,050505,ff8100,,,4,1,,"Mike Davies",gb
A,647740,1,5,59,162,,647740,0,,00dd00,,,,,0,1,,"Andrew Stokes",gb
A,754552,1,5,59,162,,754552,0,,00dd00,,,,,0,1,,masette,it
C,787615,1,5,59,173,,787615,0,"Team Brasil",ffffff,0073b7,ffffff,,,605,1,,"Ivan Souza",br
B,789068,1,5,59,292,,789068,0,Race3R,000000,2bc3f4,ffffff,,,791,1,,"Andrew Mudge Race3R",gb
D,809476,1,5,59,12,,809476,0,,00dd00,,,,,0,1,,"Brian White5257",gb-sct
D,825991,2,5,59,12,2,825991,0,,00dd00,,,,,0,1,,"Peter Fuerst",at
C,828987,1,5,59,173,,828987,0,,00dd00,,,,,0,1,,"Martin Scudder",gb
B,845372,2,5,59,292,,845372,0,,00dd00,,,,,0,1,,"Nick Smith",fr
C,851403,1,5,59,173,,851403,0,,00dd00,,,,,0,1,,"Strand Maessen",nl
C,853905,1,5,59,173,,853905,0,,00dd00,,,,,0,1,,"Jan Thollebeek",be
D,864000,1,5,59,12,1,864000,0,,00dd00,,,,,0,1,,"Ben Morton",gb
C,871389,1,5,59,173,,871389,0,,00dd00,,,,,0,1,,"Ryan French",gb
C,874784,1,5,59,173,,874784,0,,00dd00,,,,,0,1,,"Martin Phaneuf",ca
D,879650,1,5,59,12,1,879650,0,,00dd00,,,,,0,1,,"G Guy",us
B,882909,1,5,59,292,,882909,0,,00dd00,,,,,0,1,,"Kelen Epp",ca
C,888254,1,5,59,173,,888254,0,#3cycles,ffffff,0073b7,ffffff,,,3128,1,,"# 3CYCLESFF",fr
D,940197,1,5,59,12,1,940197,0,"EBS Racing",ffffff,ff2000,000000,,,3340,1,,"Frank  Filippo",us
B,24741,1,4,59,309,,24741,0,,00dd00,,,,,0,1,,"Chris Beecham",gb
C,26272,1,4,59,191,,26272,0,,00dd00,,,,,0,1,,"Daniel Martinez",us
A,40142,1,4,59,172,,40142,0,"Hitchin Nomads",ffffff,0073b7,ffffff,,,2722,1,,"Patrick Maher",gb
A,53663,1,4,59,172,,53663,0,teamWKG,fa5e06,3f4c54,3f4c54,,,1330,1,,"Brian Rhoden",gb
A,75382,1,4,59,172,,75382,0,,00dd00,,,,,0,1,,"IAN MUSSELWHITE 3095",gb
B,77907,1,4,59,309,,77907,0,,00dd00,,,,,0,1,,"Chris Cuddohy",us
D,80875,1,4,59,18,2,80875,0,,00dd00,,,,,0,1,,"Paul Warburton",gb-eng
D,91826,1,4,59,18,2,91826,0,,00dd00,,,,,0,1,,"Chris Fox",ca
A,95269,1,4,59,172,,95269,0,BRT,ffffff,050505,ff8100,,,4,1,,"Roby Rippinger",lu
A,97466,1,4,59,172,,97466,0,Vikings,c2c2c2,0073b7,ee6331,,,90,1,,"Martin Lund",dk
D,98288,3,4,59,18,3,98288,0,TVZT,ffffff,212020,d93838,,,2887,1,,"Paul Hirst",gb
A,102361,1,4,59,172,,102361,0,VelociT,ffffff,0073b7,ffffff,,,1071,1,,"gen kogure",us
A,112482,1,4,59,172,,112482,0,Race3R,000000,2bc3f4,ffffff,,,791,1,,"Justin Schroeder",us
A,121927,1,4,59,172,,121927,0,MDCC,ffffff,0073b7,ffffff,,,843,1,,"Richard da Silva",gb
C,123214,1,4,59,191,,123214,0,Race3R,000000,2bc3f4,ffffff,,,791,1,,"Eric Bonner RaceWBR",gb
C,130504,1,4,59,191,,130504,0,"Team TFC Racing",111111,f3f300,111111,,,10,1,,"Lee Robinson TFC ",gb
D,142024,1,4,59,18,1,142024,0,"BZR cycling team",f3f300,111111,dd4b39,,,35,1,,"Frank De Tank ",be
B,151703,1,4,59,309,,151703,0,,00dd00,,,,,0,1,,"Mark Bedford 2526",gb
A,153464,1,4,59,172,,153464,0,,00dd00,,,,,0,1,,"Christopher Dame 🥊",us
B,157620,1,4,59,309,,157620,0,"Team CLS",3d9970,ffffff,ffffff,,,1426,1,,"Oscar Barba",it
A,166276,1,4,59,172,,166276,0,,00dd00,,,,,0,1,,"Tyler Staples",us
A,171834,1,4,59,172,3,171834,0,,00dd00,,,,,0,1,,"James Keyzer",us
A,172233,1,4,59,172,3,172233,0,CBT,ffffff,000000,ffffff,,,2349,1,,"Raimund Lehle",eu
C,173318,1,4,59,191,2,173318,0,,00dd00,,,,,0,1,,"Jimmy Pantani Evaldsson",se
B,178550,1,4,59,309,,178550,0,,00dd00,,,,,0,1,,"          Morten Overmo",no
A,230612,1,4,59,172,3,230612,0,,00dd00,,,,,0,1,,"James Kiff",gb
C,236352,1,4,59,191,,236352,0,,00dd00,,,,,0,1,,"Tim Dorman",us
C,242978,1,4,59,191,,242978,0,"Malaguetini CC",ffffff,0073b7,ffffff,,,2157,1,,"Ricardo Gonçalves",pt
C,243878,1,4,59,191,1,243878,0,,00dd00,,,,,0,1,,"Patrice Henri",ca
B,251683,1,4,59,309,,251683,0,,00dd00,,,,,0,1,,"Mark Langley",nz
D,259123,1,4,59,18,1,259123,0,DBR,ffffff,eb7b2a,ffffff,,,1986,1,,"Christian Svendsen",dk
B,284262,1,4,59,309,,284262,0,Race3R,000000,2bc3f4,ffffff,,,791,1,,"Ewan Chesser",
B,313582,1,4,59,309,,313582,0,HIK,ffffff,0073b7,ffffff,,,719,1,,"Thijs Diepenmaat",nl
A,402078,1,4,59,172,,402078,0,"FUSION ECT",ffffff,000000,ffffff,,,2854,1,,"Troels Vest",dk
A,411103,1,4,59,172,,411103,0,,00dd00,,,,,0,1,,"Martijn Verhoeven",nl
B,416074,1,4,59,309,,416074,0,,00dd00,,,,,0,1,,"Grethe Opsahl",no
B,430595,1,4,59,309,,430595,0,,00dd00,,,,,0,1,,"Simon Broersen",nl
A,441640,1,4,59,172,,441640,0,,00dd00,,,,,0,1,,"Matt Wilmington",gb-eng
B,475655,1,4,59,309,,475655,0,,00dd00,,,,,0,1,,"Jean-Philippe Van Damme",be
C,487073,1,4,59,191,,487073,0,,00dd00,,,,,0,1,,"Moarten76 Bachofner",ch
C,508173,1,4,59,191,,508173,0,,00dd00,,,,,0,1,,"Luc Verdoodt",be
D,541957,1,4,59,18,1,541957,0,Race3R,000000,2bc3f4,ffffff,,,791,1,,"Dean Pocock Race3R",gb
C,562025,1,4,59,191,,562025,0,,00dd00,,,,,0,1,,"Christian Agassis ",ch
A,586093,1,4,59,172,,586093,0,Vikings,c2c2c2,0073b7,ee6331,,,90,1,,"Bernard Opedal",no
C,592363,1,4,59,191,,592363,0,,00dd00,,,,,0,1,,"Paul De Smet 7119",be
B,600821,1,4,59,309,,600821,0,,00dd00,,,,,0,1,,"Vidar Wiggen",no
A,621746,1,4,59,172,,621746,0,,00dd00,,,,,0,1,,"L Harris WTC ",gb
B,623859,1,4,59,309,,623859,0,"FUSION EVO",ffffff,0a1e29,ffffff,,,3185,1,,"Lars Christesen",dk
D,629861,1,4,59,18,3,629861,0,,00dd00,,,,,0,1,,"Ian Lockwood WBR d",gb
B,675835,1,4,59,309,,675835,0,SpeedVille.de,ffffff,14ba14,ffffff,,,3190,1,,"Ralf Zigan",de
A,679508,1,4,59,172,,679508,0,,00dd00,,,,,0,1,,"Tobias Dernell",se
A,689684,1,4,59,172,,689684,0,,00dd00,,,,,0,1,,"Olivier Ringot",fr
C,715796,1,4,59,191,,715796,0,"Team Poland",ffffff,dd4b39,ffffff,,,25,1,,"Key RCTeam [Team Poland]",pl
C,819462,1,4,59,191,,819462,0,"Team Poland",ffffff,dd4b39,ffffff,,,25,1,,"Grzegorz Futyma",pl
B,835151,1,4,59,309,,835151,0,,00dd00,,,,,0,1,,"Giacomo Rizzo",it
D,836896,1,4,59,18,1,836896,0,,00dd00,,,,,0,1,,"Dave Chaplin4455",us
D,843227,1,4,59,18,,843227,0,,00dd00,,,,,0,1,,"Matt Norris6416",gb
C,856225,1,4,59,191,,856225,0,TeamNL,ffffff,ffa500,ffa500,,,2281,1,,"Andre Kosters",nl
D,878090,1,4,59,18,2,878090,0,,00dd00,,,,,0,1,,"Andreas FNZ",de
C,895610,1,4,59,191,,895610,0,,00dd00,,,,,0,1,,"Beat Blumenthal5268",ch
C,902961,1,4,59,191,,902961,0,SZR,ffffff,0073b7,ffffff,,,111,1,,"Gunnar Wik",se
C,908424,1,4,59,191,2,908424,0,,00dd00,,,,,0,1,,"Jarosław Lapawa9777",pl
B,912592,1,4,59,309,,912592,0,,00dd00,,,,,0,1,,"Adrien Dupuy",fr
C,930347,1,4,59,191,,930347,0,,00dd00,,,,,0,1,,"Jack Hoadley1191",gb
C,932570,1,4,59,191,,932570,0,,00dd00,,,,,0,1,,"Jura Gerlach",us
D,941590,1,4,59,18,2,941590,0,,00dd00,,,,,0,1,,"Philip Duvall",us
B,2389,1,3,59,325,,2389,0,WattFest,000000,228b22,32cd32,,,3093,1,,"Nathan Loop",us
C,19542,1,3,59,210,,19542,0,DIRT,29ec34,563c0f,df6a0d,,,2707,1,,"Kristian Lund Kristiansen",no
B,50676,1,3,59,325,,50676,0,,00dd00,,,,,0,1,,"Richard Sparkes",gb
B,56545,1,3,59,325,,56545,0,,00dd00,,,,,0,1,,"Jakob Kornbek 9276",dk
C,77907,1,3,59,210,3,77907,0,,00dd00,,,,,0,1,,"Chris Cuddohy",us
A,77917,1,3,59,192,,77917,0,"Team Italy",dd4b39,ffffff,00a65a,,,588,1,,"Alain Torri",it
D,117102,1,3,59,29,3,117102,0,,00dd00,,,,,0,1,,"matt armitage",gb
D,154563,1,3,59,29,1,154563,0,,00dd00,,,,,0,1,,"Greg Lemon ",gb
B,157151,1,3,59,325,,157151,0,TeamNL,ffffff,ffa500,ffa500,,,2281,1,,"Edser Broers",nl
A,163282,1,3,59,192,,163282,0,BRT,ffffff,050505,ff8100,,,4,1,,"Steve Stellings",gb
D,172901,1,3,59,29,3,172901,0,,00dd00,,,,,0,1,,"Joseph Guerrero",mx
A,181980,1,3,59,192,,181980,0,,00dd00,,,,,0,1,,"Steve Ripley",gb
C,209221,1,3,59,210,,209221,0,,00dd00,,,,,0,1,,"David McPhail",gb
A,210781,1,3,59,192,,210781,0,LaPrima,ffffff,0b1838,ff69b4,,,2586,1,,"David Galati",us
A,212990,1,3,59,192,,212990,0,TeamQC,384ce7,fdfeff,2d37d6,,,2176,1,,"Luc Guilbeault",ca
B,225553,1,3,59,325,,225553,0,"TriRun ",ffffff,0073b7,ffffff,,,3261,1,,"Gabe K",at
C,236033,1,3,59,210,,236033,0,"Claricoast ",ffffff,0067b5,ee611a,,,2539,1,,"Jamie Bretzlaff",ca
C,249853,1,3,59,210,3,249853,0,,00dd00,,,,,0,1,,"Robert Kvinge",no
A,261091,1,3,59,192,,261091,0,,00dd00,,,,,0,1,,"Rik Swieringa",nl
